2128,1913,19929,195,234,경기70사1647,4
1819,1552,19929,196,234,경기70사1666,3
110,2119,19929,197,1850,경기72바6154,3
2143,1925,19929,198,234,경기70사1125,3
2155,1934,19929,199,234,경기76아1298,3
128,2137,19929,200,1850,경기77아1049,3
116,2237,19929,201,234,경기70사1147,3
2213,1946,19929,202,234,경기70사1664,3
140,2152,19929,203,1850,경기72바1305,3
2216,1952,19929,204,234,경기70사1677,4
2228,2004,19929,205,234,경기70사1155,3
2231,2010,19929,206,234,경기70사1119,3
2258,1934,19929,207,23,경기73아1493,3
155,2207,19929,208,1850,경기72바1108,3
2249,2028,19929,209,234,경기70사1641,3
2307,2043,19929,210,234,경기70사1649,4
158,2222,19929,211,1850,경기72바1281,3
2337,2113,19929,212,234,경기70사1676,4
2346,2128,19929,213,234,경기70사1694,3
2016,1740,19929,214,234,경기70사1145,4
213,2237,19929,215,1850,경기74아3720,3
1655,1428,19929,216,234,경기70사1662,3
719,458,19930,217,234,경기70사1693,3
707,504,19930,218,234,경기70사1646,4
225,2252,19929,219,1850,경기74아3766,3
728,443,19930,220,23,경기73아1477,3
722,513,19930,221,234,경기70사1108,3
734,519,19930,222,234,경기70사1163,4
740,525,19930,223,234,경기70사1665,3
243,2307,19929,224,1850,경기77아5613,3
746,534,19930,225,234,경기70사1123,4
801,540,19930,226,234,경기70사1132,3
2110,1725,19929,227,234,경기71자8514,3
2310,1913,19929,228,1850,경기74아3721,3
807,546,19930,229,234,경기70사1678,4
816,555,19930,230,234,경기76아1297,3
816,601,19930,231,234,경기70사1647,4
813,437,19930,232,1850,경기74아3718,3
819,610,19930,233,234,경기70사1666,3
840,616,19930,234,234,경기70사1125,3
843,452,19930,235,1850,경기72바6091,3
855,622,19930,236,234,경기76아1298,3
904,631,19930,237,234,경기70사1147,3
913,637,19930,238,234,경기70사1664,3
910,510,19930,239,1850,경기72바6001,3
907,643,19930,240,234,경기70사1677,4
919,649,19930,241,234,경기70사1155,3
922,522,19930,242,1850,경기72바6119,3
937,655,19930,243,234,경기70사1119,3
952,704,19930,244,234,경기70사1112,4
952,707,19930,245,234,경기70사1641,3
937,537,19930,246,1850,경기72바6003,3
958,716,19930,247,234,경기70사1649,4
949,719,19930,248,234,경기70사1640,3
1016,737,19930,249,234,경기70사1145,4
1013,731,19930,250,234,경기70사1694,3
1013,728,19930,251,234,경기70사1676,4
958,552,19930,252,1850,경기77아6296,3
1516,1513,19929,253,23,경기73아1474,3
1019,743,19930,254,234,경기70사1662,3
1031,749,19930,255,234,경기70사1693,3
1031,610,19930,256,1850,경기72바6154,3
1025,758,19930,257,234,경기70사1646,4
2037,1807,19929,258,234,경기70사1639,3
1040,810,19930,259,234,경기70사1163,4
1043,816,19930,260,234,경기70사1665,3
1058,825,19930,261,234,경기70사1123,4
1049,637,19930,262,1850,경기72바1305,3
1104,831,19930,263,234,경기70사1132,3
1107,843,19930,264,234,경기70사1678,4
1113,852,19930,265,234,경기76아1297,3
1113,701,19930,266,1850,경기72바1108,3
1128,855,19930,267,234,경기70사1647,4
1140,916,19930,268,234,경기70사1666,3
1137,719,19930,269,1850,경기72바1281,3
1149,922,19930,270,234,경기70사1125,3
1146,934,19930,271,234,경기76아1298,3
1231,743,19930,272,1850,경기74아3720,3
1155,943,19930,273,234,경기70사1147,3
804,801,19930,274,23,경기73아1477,3
1201,955,19930,275,234,경기70사1664,3
1210,1004,19930,276,234,경기70사1677,4
1204,758,19930,277,1850,경기74아3766,3
1216,1013,19930,278,234,경기70사1155,3
1234,819,19930,279,1850,경기77아5613,3
1234,1022,19930,280,234,경기70사1119,3
1249,840,19930,281,1850,경기74아3721,3
1240,1028,19930,282,234,경기70사1112,4
1246,1034,19930,283,234,경기70사1641,3
1343,904,19930,284,1850,경기74아3718,3
1246,1043,19930,285,234,경기70사1649,4
1310,1046,19930,286,234,경기70사1640,3
1325,1058,19930,287,234,경기70사1676,4
1340,928,19930,288,1850,경기72바6091,3
1325,1058,19930,289,234,경기70사1694,3
1334,1055,19930,290,234,경기70사1145,4
1337,1113,19930,291,234,경기70사1662,3
1352,958,19930,292,1850,경기72바6001,3
1349,1119,19930,293,234,경기70사1693,3
1343,1122,19930,294,234,경기70사1646,4
1355,1128,19930,295,234,경기70사1639,3
1416,1019,19930,296,1850,경기72바6119,3
1358,1134,19930,297,234,경기70사1163,4
1404,1143,19930,298,234,경기70사1665,3
1432,1037,19930,299,1850,경기72바6003,3
1416,1149,19930,300,234,경기70사1123,4
1426,1158,19930,301,234,경기70사1132,3
1107,1104,19930,302,23,경기73아1474,3
1417,1207,19930,303,234,경기70사1678,4
1432,1210,19930,304,234,경기76아1297,3
1444,1058,19930,305,1850,경기77아6296,3
1429,1219,19930,306,234,경기70사1647,4
1447,1225,19930,307,234,경기70사1666,3
1456,1231,19930,308,234,경기70사1125,3
1511,1119,19930,309,1850,경기72바6154,3
1502,1240,19930,310,234,경기76아1298,3
1505,1246,19930,311,234,경기70사1147,3
1532,1140,19930,312,1850,경기77아5980,3
1511,1255,19930,313,234,경기70사1664,3
1508,1258,19930,314,234,경기70사1677,4
155,2258,19929,315,234,경기70사1663,3
1556,1152,19930,316,1850,경기72바1305,3
1532,1307,19930,317,234,경기70사1155,3
1544,1319,19930,318,234,경기70사1119,3
1553,1331,19930,319,234,경기70사1112,4
1559,1210,19930,320,1850,경기72바1108,3
1611,1340,19930,321,234,경기70사1641,3
1608,1352,19930,322,234,경기70사1649,4
1620,1355,19930,323,234,경기70사1640,3
1632,1228,19930,324,1850,경기72바1281,3
1904,1652,19929,325,234,경기78아7097,3
1632,1401,19930,326,234,경기70사1676,4
1632,1410,19930,327,234,경기70사1694,3
1629,1414,19930,328,234,경기70사1145,4
1641,1240,19930,329,1850,경기74아3720,3
1647,1420,19930,330,234,경기70사1662,3
1955,1743,19929,331,234,경기76아9343,3
1158,831,19930,332,234,경기71자8514,3
1656,1426,19930,333,234,경기70사1693,3
1653,1258,19930,334,1850,경기74아3766,3
1705,1435,19930,335,234,경기70사1646,4
1255,1252,19930,336,23,경기73아1477,3
1705,1441,19930,337,234,경기70사1639,3
1723,1447,19930,338,234,경기70사1163,4
1711,1307,19930,339,1850,경기77아5613,3
1726,1456,19930,340,234,경기70사1665,3
1955,1828,19929,341,234,경기78아7098,3
1741,1505,19930,342,234,경기70사1123,4
1747,1508,19930,343,234,경기70사1132,3
1729,1328,19930,344,1850,경기74아3721,3
1750,1514,19930,345,234,경기70사1678,4
1750,1523,19930,346,234,경기76아1297,3
1747,1343,19930,347,1850,경기74아3718,3
1753,1532,19930,348,234,경기70사1647,4
1805,1538,19930,349,234,경기70사1666,3
1811,1544,19930,350,234,경기70사1125,3
1832,1404,19930,351,1850,경기72바6091,3
1835,1550,19930,352,234,경기76아1298,3
1840,1556,19930,353,234,경기70사1147,3
1851,1605,19930,354,234,경기70사1664,3
1517,1514,19930,355,23,경기73아1474,3
1845,1423,19930,356,1850,경기72바6001,3
1848,1611,19930,357,234,경기70사1677,4
2018,1805,19930,358,234,경기76아7673,3
1906,1620,19930,359,234,경기70사1663,3
1900,1444,19930,360,1850,경기72바6119,3
1906,1626,19930,361,234,경기70사1155,3
1921,1632,19930,362,234,경기70사1119,3
1951,1638,19930,363,234,경기70사1112,4
2006,1502,19930,364,1850,경기72바6003,3
1945,1647,19930,365,234,경기70사1641,3
1954,1653,19930,366,234,경기70사1649,4
2003,1702,19930,367,234,경기70사1640,3
2024,1523,19930,368,1850,경기77아6296,3
2006,1708,19930,369,234,경기70사1676,4
2003,1714,19930,370,234,경기70사1694,3
2018,1723,19930,371,234,경기70사1145,4
2036,1544,19930,372,1850,경기72바6154,3
2009,1729,19930,373,234,경기70사1662,3
2118,622,19930,374,1850,경기77아1049,3
2033,1738,19930,375,234,경기70사1693,3
2051,1623,19930,376,1850,경기72바1305,3
2054,1759,19930,377,234,경기70사1163,4
2100,1644,19930,378,1850,경기72바1108,3
2048,1823,19930,379,234,경기70사1132,3
2136,1702,19930,380,1850,경기72바1281,3
2115,1851,19930,381,234,경기70사1647,4
2151,1723,19930,382,1850,경기74아3720,3
2142,1918,19930,383,234,경기76아1298,3
2151,1741,19930,384,1850,경기74아3766,3
1753,1750,19930,385,23,경기73아1477,3
2209,1942,19930,386,234,경기70사1677,4
2200,1802,19930,387,1850,경기77아5613,3
2245,2012,19930,388,234,경기70사1119,3
2215,1823,19930,389,1850,경기74아3721,3
2257,2030,19930,390,234,경기70사1649,4
2318,2048,19930,391,234,경기70사1694,3
2254,1848,19930,392,1850,경기74아3718,3
1939,1936,19930,393,23,경기73아1474,3
2042,1750,19930,394,234,경기70사1639,3
2321,1936,19930,395,1850,경기72바6001,3
0,2142,19930,396,234,경기70사1163,4
12,2157,19930,397,234,경기70사1132,3
2054,1817,19930,398,234,경기70사1123,4
3,2018,19930,399,1850,경기72바6003,3
2115,1842,19930,400,234,경기76아1297,3
2054,1834,19930,401,234,경기70사1678,4
2124,1900,19930,402,234,경기70사1666,3
33,2212,19930,403,234,경기70사1647,4
51,2103,19930,404,1850,경기72바6154,3
2151,1933,19930,405,234,경기70사1664,3
0,2127,19930,406,234,경기70사1693,3
2212,1951,19930,407,234,경기70사1663,3
103,2118,19930,408,1850,경기77아1049,3
2148,1927,19930,409,234,경기70사1147,3
200,2300,19930,410,234,경기70사1119,3
136,2242,19930,411,234,경기70사1677,4
2251,2024,19930,412,234,경기70사1641,3
124,2139,19930,413,1850,경기72바1305,3
2221,2003,19930,414,234,경기70사1155,3
2309,2036,19930,415,234,경기70사1640,3
2248,2018,19930,416,234,경기70사1112,4
254,2306,19930,417,1850,경기74아3721,3
157,2209,19930,418,1850,경기72바1281,3
2309,2042,19930,419,234,경기70사1676,4
2342,2112,19930,420,234,경기70사1662,3
2321,2057,19930,421,234,경기70사1145,4
703,457,19931,422,234,경기70사1639,3
212,2236,19930,423,1850,경기74아3766,3
715,506,19931,424,234,경기70사1163,4
445,442,19931,425,23,경기73아1474,3
718,515,19931,426,234,경기70사1132,3
2042,1744,19930,427,234,경기70사1646,4
736,533,19931,428,234,경기76아1297,3
745,542,19931,429,234,경기70사1678,4
800,548,19931,430,234,경기70사1666,3
754,557,19931,431,234,경기70사1647,4
2333,1957,19930,432,1850,경기72바6119,3
815,606,19931,433,234,경기70사1664,3
809,615,19931,434,234,경기70사1693,3
827,618,19931,435,234,경기70사1663,3
809,439,19931,436,1850,경기74아3718,3
830,630,19931,437,234,경기70사1147,3
839,636,19931,438,234,경기70사1119,3
848,642,19931,439,234,경기70사1677,4
900,651,19931,440,234,경기70사1641,3
933,503,19931,441,1850,경기72바6001,3
912,700,19931,442,234,경기70사1155,3
915,709,19931,443,234,경기70사1640,3
2054,1808,19930,444,234,경기70사1665,3
912,530,19931,445,1850,경기72바6003,3
945,727,19931,446,234,경기70사1694,3
936,733,19931,447,234,경기70사1676,4
954,739,19931,448,234,경기70사1662,3
1051,748,19931,449,234,경기70사1145,4
1003,557,19931,450,1850,경기72바6154,3
1018,757,19931,451,234,경기70사1639,3
1030,803,19931,452,234,경기70사1163,4
1024,812,19931,453,234,경기70사1132,3
1045,818,19931,454,234,경기70사1646,4
1000,627,19931,455,1850,경기77아1049,3
1057,827,19931,456,234,경기76아1297,3
1100,836,19931,457,234,경기70사1678,4
1115,845,19931,458,234,경기70사1666,3
1112,657,19931,459,1850,경기72바1305,3
1118,851,19931,460,234,경기70사1647,4
815,812,19931,461,23,경기73아1474,3
1118,903,19931,462,234,경기70사1664,3
1124,909,19931,463,234,경기70사1693,3
1133,727,19931,464,1850,경기72바1281,3
1142,915,19931,465,234,경기70사1663,3
1145,924,19931,466,234,경기70사1147,3
1151,930,19931,467,234,경기70사1119,3
1157,939,19931,468,234,경기70사1677,4
1154,948,19931,469,234,경기70사1641,3
1312,957,19931,470,234,경기70사1155,3
1233,1003,19931,471,234,경기70사1640,3
1245,1012,19931,472,234,경기70사1665,3
1242,1021,19931,473,234,경기70사1694,3
